locus_tag	ftype	length_bp	gene	EC_number	COG	product
IFJHKHAP_04078	CDS	2475	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
IFJHKHAP_04079	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
IFJHKHAP_04080	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
IFJHKHAP_04081	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
IFJHKHAP_04082	CDS	942	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
IFJHKHAP_04083	CDS	1419	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
IFJHKHAP_04084	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
IFJHKHAP_04085	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
IFJHKHAP_04086	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
IFJHKHAP_04087	CDS	381	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
IFJHKHAP_04088	CDS	1230				hypothetical protein
IFJHKHAP_04089	CDS	441				hypothetical protein
IFJHKHAP_04090	CDS	540	fimA_3			Type-1 fimbrial protein, A chain
IFJHKHAP_04091	CDS	684	fimC_2			Chaperone protein FimC
IFJHKHAP_04092	CDS	2559	fimD_3		COG3188	Outer membrane usher protein FimD
IFJHKHAP_04093	CDS	1080	lpfD_3			putative minor fimbrial subunit LpfD
IFJHKHAP_04094	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
IFJHKHAP_04095	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
IFJHKHAP_04096	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
IFJHKHAP_04097	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
IFJHKHAP_04098	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
IFJHKHAP_04099	CDS	1611	cueO		COG2132	Blue copper oxidase CueO
IFJHKHAP_04100	CDS	387				hypothetical protein
IFJHKHAP_04101	CDS	861	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
IFJHKHAP_04102	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
IFJHKHAP_04103	CDS	768	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
IFJHKHAP_04104	CDS	984	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
IFJHKHAP_04105	CDS	1272	dtnK	2.7.1.219	COG3395	D-threonate kinase
IFJHKHAP_04106	CDS	954	kdgT_2			2-keto-3-deoxygluconate permease
IFJHKHAP_04107	CDS	363				hypothetical protein
IFJHKHAP_04108	CDS	843				hypothetical protein
IFJHKHAP_04109	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
IFJHKHAP_04110	CDS	858				hypothetical protein
IFJHKHAP_04111	CDS	774				hypothetical protein
IFJHKHAP_04112	CDS	792				hypothetical protein
IFJHKHAP_04113	CDS	285				hypothetical protein
IFJHKHAP_04114	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
IFJHKHAP_04115	CDS	1890	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
IFJHKHAP_04116	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
IFJHKHAP_04117	CDS	765	pdhR_3		COG2186	Pyruvate dehydrogenase complex repressor
IFJHKHAP_04118	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
IFJHKHAP_04119	CDS	1407	yicJ_2		COG2211	Inner membrane symporter YicJ
IFJHKHAP_04120	CDS	951		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
IFJHKHAP_04121	CDS	855	ampE		COG3725	Protein AmpE
IFJHKHAP_04122	CDS	564	ampD	3.5.1.28		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
IFJHKHAP_04123	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
IFJHKHAP_04124	CDS	438				hypothetical protein
IFJHKHAP_04125	CDS	1386	epsE		COG2804	Type II secretion system protein E
IFJHKHAP_04126	CDS	1203	epsF		COG1459	Type II secretion system protein F
IFJHKHAP_04127	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
IFJHKHAP_04128	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
IFJHKHAP_04129	CDS	744	zapD		COG4582	Cell division protein ZapD
IFJHKHAP_04130	CDS	192	yacG		COG3024	DNA gyrase inhibitor YacG
IFJHKHAP_04131	CDS	396	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
IFJHKHAP_04132	CDS	2706	secA		COG0653	Protein translocase subunit SecA
IFJHKHAP_04133	CDS	498	secM			Secretion monitor
IFJHKHAP_04134	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
IFJHKHAP_04135	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
IFJHKHAP_04136	CDS	1263	ftsA_2		COG0849	Cell division protein FtsA
IFJHKHAP_04137	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
IFJHKHAP_04138	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
IFJHKHAP_04139	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
IFJHKHAP_04140	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
IFJHKHAP_04141	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
IFJHKHAP_04142	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
IFJHKHAP_04143	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
IFJHKHAP_04144	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
IFJHKHAP_04145	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
IFJHKHAP_04146	CDS	1767	ftsI_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
IFJHKHAP_04147	CDS	366	ftsL		COG3116	Cell division protein FtsL
IFJHKHAP_04148	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
IFJHKHAP_04149	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
IFJHKHAP_04150	CDS	1005	cra		COG1609	Catabolite repressor/activator
IFJHKHAP_04151	CDS	495	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
IFJHKHAP_04152	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
IFJHKHAP_04153	CDS	945	leuO_2			HTH-type transcriptional regulator LeuO
IFJHKHAP_04154	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
IFJHKHAP_04155	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
IFJHKHAP_04156	CDS	1401	leuC1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit 1
IFJHKHAP_04157	CDS	606	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
IFJHKHAP_04158	CDS	123	sgrT			Putative inhibitor of glucose uptake transporter SgrT
IFJHKHAP_04159	CDS	1659	sgrR_4		COG4533	HTH-type transcriptional regulator SgrR
IFJHKHAP_04160	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
IFJHKHAP_04161	CDS	1611				hypothetical protein
IFJHKHAP_04162	CDS	708	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
IFJHKHAP_04163	CDS	768	yabI		COG0586	Inner membrane protein YabI
IFJHKHAP_04164	CDS	846	araC_2			Arabinose operon regulatory protein
IFJHKHAP_04165	CDS	1710	araB	2.7.1.16	COG1069	Ribulokinase
IFJHKHAP_04166	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
IFJHKHAP_04167	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
IFJHKHAP_04168	CDS	420				hypothetical protein
IFJHKHAP_04169	CDS	621				hypothetical protein
IFJHKHAP_04170	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
IFJHKHAP_04171	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
IFJHKHAP_04172	CDS	660	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
IFJHKHAP_04173	CDS	813	djlA		COG1076	Co-chaperone protein DjlA
IFJHKHAP_04174	CDS	2361	lptD		COG1452	LPS-assembly protein LptD
IFJHKHAP_04175	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
IFJHKHAP_04176	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
IFJHKHAP_04177	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
IFJHKHAP_04178	CDS	378	apaG		COG2967	Protein ApaG
IFJHKHAP_04179	CDS	849	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
IFJHKHAP_04180	CDS	480				IS1595 family transposase ISSsu9
IFJHKHAP_04181	CDS	1863	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
IFJHKHAP_04182	CDS	531	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
IFJHKHAP_04183	CDS	1890				hypothetical protein
IFJHKHAP_04184	CDS	291				hypothetical protein
IFJHKHAP_04185	CDS	417				hypothetical protein
IFJHKHAP_04186	CDS	231	ygdR_5			putative lipoprotein YgdR
IFJHKHAP_04187	CDS	1341	ygcS			Inner membrane metabolite transport protein YgcS
IFJHKHAP_04188	CDS	288	fixX_2		COG2440	Ferredoxin-like protein FixX
IFJHKHAP_04189	CDS	1287	thi4	2.4.2.59		Thiamine thiazole synthase
IFJHKHAP_04190	CDS	942	fixB_2		COG2025	Protein FixB
IFJHKHAP_04191	CDS	771	fixA_2		COG2086	Protein FixA
IFJHKHAP_04192	CDS	1518	caiT		COG1292	L-carnitine/gamma-butyrobetaine antiporter
IFJHKHAP_04193	CDS	1143	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
IFJHKHAP_04194	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
IFJHKHAP_04195	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
IFJHKHAP_04196	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
IFJHKHAP_04197	CDS	597	caiE			Carnitine operon protein CaiE
IFJHKHAP_04198	CDS	396				hypothetical protein
IFJHKHAP_04199	CDS	3228	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
IFJHKHAP_04200	CDS	1149	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
IFJHKHAP_04201	CDS	276				hypothetical protein
IFJHKHAP_04202	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
IFJHKHAP_04203	CDS	909	citG_3	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
IFJHKHAP_04204	CDS	552	citX_2	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
IFJHKHAP_04205	CDS	1521	citF_2	4.1.3.6	COG3051	Citrate lyase alpha chain
IFJHKHAP_04206	CDS	870	citE_2	4.1.3.6	COG2301	Citrate lyase subunit beta
IFJHKHAP_04207	CDS	294	citD_2		COG3052	Citrate lyase acyl carrier protein
IFJHKHAP_04208	CDS	969	citC_2	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
IFJHKHAP_04209	CDS	1341	citS		COG3493	Citrate-sodium symporter
IFJHKHAP_04210	CDS	240	oadG_3	7.2.4.2	COG3630	Oxaloacetate decarboxylase gamma chain
IFJHKHAP_04211	CDS	273				hypothetical protein
IFJHKHAP_04212	CDS	336				hypothetical protein
IFJHKHAP_04213	CDS	453				hypothetical protein
IFJHKHAP_04214	CDS	474				hypothetical protein
IFJHKHAP_04215	CDS	402	pliG			Inhibitor of g-type lysozyme
IFJHKHAP_04216	CDS	546	nohA		COG4220	Prophage DNA-packing protein NohA
IFJHKHAP_04217	CDS	1932				hypothetical protein
IFJHKHAP_04218	CDS	204				hypothetical protein
IFJHKHAP_04219	CDS	1806				hypothetical protein
IFJHKHAP_04220	CDS	1497				hypothetical protein
IFJHKHAP_04221	CDS	348				hypothetical protein
IFJHKHAP_04222	CDS	1029				hypothetical protein
IFJHKHAP_04223	CDS	360				hypothetical protein
IFJHKHAP_04224	CDS	384				hypothetical protein
IFJHKHAP_04225	CDS	579				hypothetical protein
IFJHKHAP_04226	CDS	1131				IS200/IS605 family transposase ISEc42
IFJHKHAP_04227	CDS	402				hypothetical protein
IFJHKHAP_04228	CDS	744				hypothetical protein
IFJHKHAP_04229	CDS	396				hypothetical protein
IFJHKHAP_04230	CDS	315				hypothetical protein
IFJHKHAP_04231	CDS	795				hypothetical protein
IFJHKHAP_04232	CDS	3315				hypothetical protein
IFJHKHAP_04233	CDS	1350	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
IFJHKHAP_04234	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
IFJHKHAP_04235	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
IFJHKHAP_04236	CDS	291				hypothetical protein
IFJHKHAP_04237	CDS	315				hypothetical protein
IFJHKHAP_04238	CDS	192	yfgG			Protein YfgG
IFJHKHAP_04239	CDS	2214	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
IFJHKHAP_04240	CDS	1542	ppx	3.6.1.11	COG0248	Exopolyphosphatase
IFJHKHAP_04241	CDS	2067	ppk	2.7.4.1	COG0855	Polyphosphate kinase
IFJHKHAP_04242	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
IFJHKHAP_04243	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
IFJHKHAP_04244	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
IFJHKHAP_04245	CDS	1290	uraA		COG2233	Uracil permease
IFJHKHAP_04246	CDS	726	hda		COG0593	DnaA regulatory inactivator Hda
IFJHKHAP_04247	CDS	360	yfgD		COG1393	putative protein YfgD
IFJHKHAP_04248	CDS	1464	bepA	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
IFJHKHAP_04249	CDS	1068				hypothetical protein
IFJHKHAP_04250	CDS	243				hypothetical protein
IFJHKHAP_04251	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
IFJHKHAP_04252	CDS	573	gcvR		COG2716	Glycine cleavage system transcriptional repressor
IFJHKHAP_04253	CDS	879	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
IFJHKHAP_04254	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
IFJHKHAP_04255	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
IFJHKHAP_04256	CDS	864			COG2321	putative protein
IFJHKHAP_04257	CDS	2019	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
IFJHKHAP_04258	CDS	201				hypothetical protein
IFJHKHAP_04259	CDS	1128	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
IFJHKHAP_04260	CDS	357	yffB		COG1393	Protein YffB
IFJHKHAP_04261	CDS	3114	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
IFJHKHAP_04262	CDS	1701	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
IFJHKHAP_04263	CDS	1962		1.18.1.2		Ferredoxin--NADP reductase
IFJHKHAP_04264	CDS	1299	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
IFJHKHAP_04265	CDS	576	nudK	3.6.1.-		GDP-mannose pyrophosphatase NudK
IFJHKHAP_04266	CDS	1044				hypothetical protein
IFJHKHAP_04267	CDS	231				hypothetical protein
IFJHKHAP_04268	CDS	2001	tktB	2.2.1.1	COG0021	Transketolase 2
IFJHKHAP_04269	CDS	951	tal	2.2.1.2		Transaldolase
IFJHKHAP_04270	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
IFJHKHAP_04271	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
IFJHKHAP_04272	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
IFJHKHAP_04273	CDS	222	cspD		COG1278	Cold shock-like protein CspD
IFJHKHAP_04274	CDS	1947	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
IFJHKHAP_04275	CDS	1119	macA		COG0845	Macrolide export protein MacA
IFJHKHAP_04276	CDS	951				hypothetical protein
IFJHKHAP_04277	CDS	1659				hypothetical protein
IFJHKHAP_04278	CDS	900	lysO		COG2431	Lysine exporter LysO
IFJHKHAP_04279	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
IFJHKHAP_04280	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
IFJHKHAP_04281	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
IFJHKHAP_04282	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
IFJHKHAP_04283	CDS	1434				hypothetical protein
IFJHKHAP_04284	CDS	1014	oleD	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
IFJHKHAP_04285	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
IFJHKHAP_04286	CDS	324				hypothetical protein
IFJHKHAP_04287	CDS	516	ybjP			putative lipoprotein YbjP
IFJHKHAP_04288	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
IFJHKHAP_04289	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
IFJHKHAP_04290	CDS	717	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
IFJHKHAP_04291	CDS	669	artM_2		COG4160	Arginine ABC transporter permease protein ArtM
IFJHKHAP_04292	CDS	732	artJ_2		COG0834	ABC transporter arginine-binding protein 1
IFJHKHAP_04293	CDS	1488				hypothetical protein
IFJHKHAP_04294	CDS	321				hypothetical protein
IFJHKHAP_04295	CDS	1344	ulaA_3		COG3037	Ascorbate-specific PTS system EIIC component
IFJHKHAP_04296	CDS	1131	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
IFJHKHAP_04297	CDS	402	ybjO			Inner membrane protein YbjO
IFJHKHAP_04298	CDS	846	ydcV_2			Inner membrane ABC transporter permease protein YdcV
IFJHKHAP_04299	CDS	954	potH		COG1176	Putrescine transport system permease protein PotH
IFJHKHAP_04300	CDS	1134	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
IFJHKHAP_04301	CDS	1116	potF		COG0687	Putrescine-binding periplasmic protein
IFJHKHAP_04302	CDS	477	ybjN			putative protein YbjN
IFJHKHAP_04303	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
IFJHKHAP_04304	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
IFJHKHAP_04305	CDS	291				hypothetical protein
IFJHKHAP_04306	CDS	264	grxA		COG0695	Glutaredoxin 1
IFJHKHAP_04307	CDS	378	ybjM			Inner membrane protein YbjM
IFJHKHAP_04308	CDS	1686	aspT_2			Aspartate/alanine antiporter
IFJHKHAP_04309	CDS	621	rcdA		COG3226	HTH-type transcriptional regulator RcdA
IFJHKHAP_04310	CDS	1212	ybjJ			Inner membrane protein YbjJ
IFJHKHAP_04311	CDS	816	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
IFJHKHAP_04312	CDS	1233	mdfA			Multidrug transporter MdfA
IFJHKHAP_04313	CDS	675	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
IFJHKHAP_04314	CDS	759	deoR_2		COG1349	Deoxyribose operon repressor
IFJHKHAP_04315	CDS	936	dacC_1	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
IFJHKHAP_04316	CDS	240	dacC_2	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
IFJHKHAP_04317	CDS	627	gstB	2.5.1.18	COG0625	Glutathione S-transferase GstB
IFJHKHAP_04318	CDS	681				hypothetical protein
IFJHKHAP_04319	CDS	426				hypothetical protein
IFJHKHAP_04320	CDS	891	cysL		COG0583	HTH-type transcriptional regulator CysL
IFJHKHAP_04321	CDS	1686		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
IFJHKHAP_04322	CDS	192				hypothetical protein
IFJHKHAP_04323	CDS	1164	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
IFJHKHAP_04324	CDS	198				hypothetical protein
IFJHKHAP_04325	CDS	948	etfA		COG2025	Electron transfer flavoprotein subunit alpha
IFJHKHAP_04326	CDS	750	etfB			Electron transfer flavoprotein subunit beta
IFJHKHAP_04327	CDS	516				hypothetical protein
IFJHKHAP_04328	CDS	384				hypothetical protein
IFJHKHAP_04329	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
IFJHKHAP_04330	CDS	912	gsiD		COG1173	Glutathione transport system permease protein GsiD
IFJHKHAP_04331	CDS	921	gsiC		COG0601	Glutathione transport system permease protein GsiC
IFJHKHAP_04332	CDS	1539	gsiB		COG0747	Glutathione-binding protein GsiB
IFJHKHAP_04333	CDS	1872	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
IFJHKHAP_04334	CDS	942	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
IFJHKHAP_04335	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
IFJHKHAP_04336	CDS	750	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
IFJHKHAP_04337	CDS	900	cutD	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
IFJHKHAP_04338	CDS	2433	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
IFJHKHAP_04339	CDS	810	ybiV_1	3.1.3.23	COG0561	Sugar phosphatase YbiV
IFJHKHAP_04340	CDS	1266	ybiU			putative protein YbiU
IFJHKHAP_04341	CDS	531	ybiV_2	3.1.3.23	COG0561	Sugar phosphatase YbiV
IFJHKHAP_04342	CDS	897				hypothetical protein
IFJHKHAP_04343	CDS	1593	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
IFJHKHAP_04344	CDS	921	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
IFJHKHAP_04345	CDS	1113	ybiR		COG0471	Inner membrane protein YbiR
IFJHKHAP_04346	CDS	474	mntR		COG1321	Transcriptional regulator MntR
IFJHKHAP_04347	CDS	129	mntS			Small protein MntS
IFJHKHAP_04348	CDS	1581	opgE	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
IFJHKHAP_04349	CDS	516	ompX_2		COG3637	Outer membrane protein X
IFJHKHAP_04350	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
IFJHKHAP_04351	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
IFJHKHAP_04352	CDS	747	glnH		COG0834	Glutamine-binding periplasmic protein
IFJHKHAP_04353	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
IFJHKHAP_04354	CDS	723	glnQ_3		COG1126	Glutamine transport ATP-binding protein GlnQ
IFJHKHAP_04355	CDS	2223	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
IFJHKHAP_04356	CDS	927	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
IFJHKHAP_04357	CDS	267	ybiI		COG1734	putative protein YbiI
IFJHKHAP_04358	CDS	261	mcbA			putative protein McbA
IFJHKHAP_04359	CDS	975	ybiB		COG0547	putative protein YbiB
IFJHKHAP_04360	CDS	2145	dinG	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
IFJHKHAP_04361	CDS	1365	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
IFJHKHAP_04362	CDS	675	cecR		COG1309	HTH-type transcriptional dual regulator CecR
IFJHKHAP_04363	CDS	996				hypothetical protein
IFJHKHAP_04364	CDS	1737	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
IFJHKHAP_04365	CDS	1131	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
IFJHKHAP_04366	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
IFJHKHAP_04367	CDS	411	ybhQ			Inner membrane protein YbhQ
IFJHKHAP_04368	CDS	759				hypothetical protein
IFJHKHAP_04369	CDS	1242	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
IFJHKHAP_04370	CDS	963	ybhN		COG0392	Inner membrane protein YbhN
IFJHKHAP_04371	CDS	561				hypothetical protein
IFJHKHAP_04372	CDS	603				hypothetical protein
IFJHKHAP_04373	CDS	522	ybhL_1		COG0670	Inner membrane protein YbhL
IFJHKHAP_04374	CDS	186				hypothetical protein
IFJHKHAP_04375	CDS	705	ybhL_2		COG0670	Inner membrane protein YbhL
IFJHKHAP_04376	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
IFJHKHAP_04377	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
IFJHKHAP_04378	CDS	444	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
IFJHKHAP_04379	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
IFJHKHAP_04380	CDS	1023	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
IFJHKHAP_04381	CDS	909	ybhK		COG0391	Putative gluconeogenesis factor
IFJHKHAP_04382	CDS	2298	slrP	2.3.2.27	COG4886	E3 ubiquitin-protein ligase SlrP
IFJHKHAP_04383	CDS	2022	uvrB		COG0556	UvrABC system protein B
IFJHKHAP_04384	CDS	687	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
IFJHKHAP_04385	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
IFJHKHAP_04386	CDS	1158	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
IFJHKHAP_04387	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
IFJHKHAP_04388	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
IFJHKHAP_04389	CDS	477				hypothetical protein
IFJHKHAP_04390	CDS	1521	hutH	4.3.1.3	COG2986	Histidine ammonia-lyase
